3,2267
3,2778
3,2499
3,1790
3,1435
3,2343
3,1501
3,1852
3,1734
3,2605
3,1458
3,3988
3,1532
3,1828
3,1596
3,2011
3,2444
3,1477
3,1747
3,1869
3,1585
3,1374
3,1882
3,2172
3,1732
3,2464
3,1623
3,2566
3,8073
3,6160
3,2406
3,3338
3,1669
3,1812
3,2176
3,5601
3,1683
3,3620
3,2944
3,2058
3,5061
3,2249
3,1688
3,2193
3,1713
3,1614
3,2436
3,2557
3,2989
3,3786
3,2532
3,5353
3,3003
3,2752
3,5280
3,3275
3,4269
3,3171
3,4107
3,2261
3,1872
3,2962
3,3056
3,1785
3,2031
3,3068
3,2558
3,2317
3,3710
3,1553
3,2613
3,3173
3,7433
3,1846
3,14716
3,7093
3,2600
3,1538
3,5052
3,1528
3,1794
3,1753
3,2561
3,1542
3,1645
3,2486
3,1481
3,1860
3,2826
3,2264
3,1680
3,3597
3,1788
3,1768
3,3747
3,2373
3,2299
3,2014
3,1442
3,2096
