6,17780
6,26024
6,17823
6,15674
6,18481
6,15856
6,16065
6,17168
6,17513
6,31920
6,19404
6,14646
6,21114
6,17973
6,17661
6,20033
6,14894
6,23421
6,17372
6,20406
6,15699
6,17653
6,17011
6,17010
6,18427
6,17071
6,34332
6,28392
6,16289
6,27722
6,21504
6,18495
6,19028
6,19783
6,16279
6,22165
6,17789
6,22655
6,19253
6,16855
6,27046
6,17561
6,25965
6,19888
6,16323
6,35766
6,15582
6,15563
6,24606
6,23064
6,14947
6,20070
6,26008
6,16182
6,18651
6,16539
6,36213
6,18817
6,15350
6,36786
6,17830
6,30628
6,33867
6,18171
6,16380
6,19025
6,16086
6,14818
6,19559
6,24162
6,18267
6,19727
6,26011
6,16984
6,17617
6,24598
6,17464
6,17132
6,18202
6,25252
6,16431
6,18929
6,15458
6,17361
6,16900
6,18050
6,18812
6,18044
6,15115
6,18678
6,46119
6,16756
6,19310
6,15884
6,20623
6,20506
6,18211
