5,43863
5,58750
5,69568
5,76584
5,52608
5,55074
5,56278
5,59840
5,71240
5,54634
5,60904
5,51246
5,53722
5,54668
5,57620
5,45927
5,45912
5,47316
5,60353
5,44523
5,43484
5,67834
5,67058
5,43827
5,61700
5,40379
5,57382
5,64055
5,49185
5,58284
5,44973
5,44066
5,49931
5,41930
5,45068
5,40280
5,78469
5,49679
5,50479
5,41290
5,51033
5,58709
5,52117
5,49761
5,49322
5,39404
5,54251
5,49453
5,45571
5,46202
5,58664
5,52652
5,42832
5,39012
5,52831
5,51504
5,46970
5,45537
5,56455
5,53742
5,63674
5,40680
5,85061
5,52844
5,46310
5,49030
5,39947
5,45588
5,58701
5,53347
5,41197
5,67913
5,63591
5,42197
5,61103
5,55075
5,80653
5,49058
5,49586
5,39853
5,51302
5,54347
5,41295
5,54580
5,47465
5,68134
5,53752
5,45392
5,46379
5,88080
5,46308
5,84666
5,58984
5,44803
5,47650
5,47312
5,49362
5,45906
